item_id,so_ky_hieu,loai_qc_tc,linh_vuc_mapped,file_count,source_url
"195","QCVN 97:2016/BGTVT","Quy chuẩn","Công trình biển",0,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=195"
"220","Sửa đổi 1: 2016 QCVN 21: 2015/BGTVT","Quy chuẩn","Thẩm định thiết kế tàu biển",1,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=220"
"219","Sửa đổi 1:2015 QCVN 68:2013/BGTVT","Quy chuẩn","Phương tiện cơ giới đường bộ; Thử nghiệm xe cơ giới, xe máy chuyên dùng và phụ tùng xe cơ giới",1,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=219"
"211","Sửa đổi 2:2010 TCVN 7271:2003","Tiêu chuẩn","Phương tiện cơ giới đường bộ; Thẩm định thiết kế xe cơ giới lắp ráp từ xe cơ sở; Kiểm tra chứng nhận chất lượng kiểu loại xe cơ giới; Kiểm tra chứng nhận chất lượng xe cơ giới nhập khẩu; Thử nghiệm ô tô, rơ moóc, sơ mi rơ moóc",1,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=211"
"216","TCVN 3821:2008","Tiêu chuẩn","Phương tiện cơ giới đường bộ; Thẩm định thiết kế xe cơ giới lắp ráp từ xe cơ sở",1,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=216"
"217","TCVN 3824:2008","Tiêu chuẩn","Phương tiện cơ giới đường bộ; Thẩm định thiết kế xe cơ giới lắp ráp từ xe cơ sở",1,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=217"
"166","TCVN 6170-10:2019","Tiêu chuẩn","Công trình biển",0,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=166"
"165","TCVN 6170-9:2019","Tiêu chuẩn","Công trình biển",0,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=165"
"169","TCVN 7229:2003","Tiêu chuẩn","Công trình biển",0,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=169"
"170","TCVN 7230:2003","Tiêu chuẩn","Công trình biển",0,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=170"
"212","TCVN 7285:2003","Tiêu chuẩn","Thẩm định thiết kế xe cơ giới lắp ráp từ xe cơ sở",1,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=212"
"213","TCVN 8-20:2002","Tiêu chuẩn","Phương tiện cơ giới đường bộ; Thẩm định thiết kế xe cơ giới lắp ráp từ xe cơ sở",1,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=213"
"215","TCVN 8-34:2002","Tiêu chuẩn","Phương tiện cơ giới đường bộ; Thẩm định thiết kế xe cơ giới lắp ráp từ xe cơ sở",1,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=215"
"138","QCVN 59:2013/BGTVT","Quy chuẩn","Tàu biển; Thẩm định thiết kế tàu biển",0,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=138"
"140","QCVN 61:2013/BGTVT","Quy chuẩn","Tàu biển; Thẩm định thiết kế tàu biển",0,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=140"
"141","QCVN 62:2013/BGTVT","Quy chuẩn","Tàu biển; Thẩm định thiết kế tàu biển",0,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=141"
"142","QCVN 63:2013/BGTVT","Quy chuẩn","Tàu biển; Thẩm định thiết kế tàu biển",0,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=142"
"143","QCVN 72:2014/BGTVT","Quy chuẩn","Tàu biển; Thẩm định thiết kế tàu biển",0,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=143"
"145","QCVN 74:2014/BGTVT","Quy chuẩn","Tàu biển; Thẩm định thiết kế tàu biển",0,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=145"
"146","QCVN 80:2014/BGTVT","Quy chuẩn","Tàu biển; Thẩm định thiết kế tàu biển",0,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=146"
"147","QCVN 81:2014/BGTVT","Quy chuẩn","Tàu biển; Thẩm định thiết kế tàu biển",0,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=147"
"148","QCVN 92:2015/BGTVT","Quy chuẩn","Tàu biển; Thẩm định thiết kế tàu biển",0,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=148"
"149","QCVN 94:2016/BGTVT","Quy chuẩn","Tàu biển; Thẩm định thiết kế tàu biển",0,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=149"
"157","TCVN 6170-1:2017","Tiêu chuẩn","Công trình biển",0,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=157"
"158","TCVN 6170-2:2017","Tiêu chuẩn","Công trình biển",0,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=158"
"159","TCVN 6170-3: 2017","Tiêu chuẩn","Công trình biển",0,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=159"
"160","TCVN 6170-4: 2017","Tiêu chuẩn","Công trình biển",0,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=160"
"161","TCVN 6170-5:1999","Tiêu chuẩn","Công trình biển",0,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=161"
"162","TCVN 6170-6:2019","Tiêu chuẩn","Công trình biển",0,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=162"
"163","TCVN 6170-7: 2019","Tiêu chuẩn","Công trình biển",0,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=163"
"154","TCVN 6767-1:2016","Tiêu chuẩn","Công trình biển",1,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=154"
"155","TCVN 6767-3:2016","Tiêu chuẩn","Công trình biển",0,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=155"
"156","TCVN 6767-4:2016","Tiêu chuẩn","Công trình biển",0,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=156"
"123","QCVN 03:2016/BGTVT","Quy chuẩn","Tàu biển; Thẩm định thiết kế tàu biển",0,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=123"
"120","QCVN 21.2015.BGTVT.III.QUANLY","Quy chuẩn","Tàu biển; Thẩm định thiết kế tàu biển",0,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=120"
"115","QCVN 21.2015.BGTVT.P10","Quy chuẩn","Tàu biển; Thẩm định thiết kế tàu biển",0,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=115"
"116","QCVN 21.2015.BGTVT.P11","Quy chuẩn","Tàu biển; Thẩm định thiết kế tàu biển",0,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=116"
"117","QCVN 21.2015.BGTVT.P12","Quy chuẩn","Tàu biển; Thẩm định thiết kế tàu biển",0,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=117"
"118","QCVN 21.2015.BGTVT.P13","Quy chuẩn","Tàu biển; Thẩm định thiết kế tàu biển",0,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=118"
"119","QCVN 21.2015.BGTVT.P14","Quy chuẩn","Tàu biển; Thẩm định thiết kế tàu biển",0,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=119"
"108","QCVN 21.2015.BGTVT.P8C","Quy chuẩn","Tàu biển; Thẩm định thiết kế tàu biển",0,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=108"
"109","QCVN 21.2015.BGTVT.P8D","Quy chuẩn","Tàu biển; Thẩm định thiết kế tàu biển",0,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=109"
"110","QCVN 21.2015.BGTVT.P8E","Quy chuẩn","Tàu biển; Thẩm định thiết kế tàu biển",0,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=110"
"111","QCVN 21.2015.BGTVT.P8F","Quy chuẩn","Tàu biển; Thẩm định thiết kế tàu biển",0,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=111"
"113","QCVN 21.2015.BGTVT.P8H","Quy chuẩn","Tàu biển; Thẩm định thiết kế tàu biển",0,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=113"
"114","QCVN 21.2015.BGTVT.P9","Quy chuẩn","Tàu biển; Thẩm định thiết kế tàu biển",0,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=114"
"121","QCVN 21.2015.BGTVT.V.THUCHIEN","Quy chuẩn","Tàu biển; Thẩm định thiết kế tàu biển",0,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=121"
"125","QCVN 23:2016/BGTVT","Quy chuẩn","Tàu biển; Thẩm định thiết kế tàu biển",0,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=125"
"133","QCVN 55:2013/BGTVT","Quy chuẩn","Tàu biển; Thẩm định thiết kế tàu biển",0,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=133"
"134","QCVN 56:2013/BGTVT","Quy chuẩn","Tàu biển; Thẩm định thiết kế tàu biển",0,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=134"
"136","QCVN 57:2015/BGTVT","Quy chuẩn","Tàu biển; Thẩm định thiết kế tàu biển",0,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=136"
"137","QCVN 58:2013/BGTVT","Quy chuẩn","Tàu biển; Thẩm định thiết kế tàu biển",0,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=137"
"97","QCVN 21.2015.BGTVT.IV.TRACHNHIEM","Quy chuẩn","Tàu biển; Thẩm định thiết kế tàu biển",0,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=97"
"98","QCVN 21.2015.BGTVT.P2A","Quy chuẩn","Tàu biển; Thẩm định thiết kế tàu biển",0,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=98"
"99","QCVN 21.2015.BGTVT.P2B","Quy chuẩn","Tàu biển; Thẩm định thiết kế tàu biển",0,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=99"
"100","QCVN 21.2015.BGTVT.P3","Quy chuẩn","Tàu biển; Thẩm định thiết kế tàu biển",0,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=100"
"101","QCVN 21.2015.BGTVT.P4","Quy chuẩn","Tàu biển; Thẩm định thiết kế tàu biển",0,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=101"
"102","QCVN 21.2015.BGTVT.P5","Quy chuẩn","Tàu biển; Thẩm định thiết kế tàu biển",0,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=102"
"103","QCVN 21.2015.BGTVT.P6","Quy chuẩn","Tàu biển; Thẩm định thiết kế tàu biển",0,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=103"
"104","QCVN 21.2015.BGTVT.P7A","Quy chuẩn","Tàu biển; Thẩm định thiết kế tàu biển",0,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=104"
"105","QCVN 21.2015.BGTVT.P7B","Quy chuẩn","Tàu biển; Thẩm định thiết kế tàu biển",0,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=105"
"106","QCVN 21.2015.BGTVT.P8A","Quy chuẩn","Tàu biển; Thẩm định thiết kế tàu biển",0,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=106"
"107","QCVN 21.2015.BGTVT.P8B","Quy chuẩn","Tàu biển; Thẩm định thiết kế tàu biển",0,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=107"
"94","QCVN 21:2015/BGTVT.P1A","Quy chuẩn","Tàu biển; Thẩm định thiết kế tàu biển",1,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=94"
"95","QCVN 21:2015/BGTVT.P1B","Quy chuẩn","Tàu biển; Thẩm định thiết kế tàu biển",0,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=95"
"66","QCVN 36:2010/BTNMT","Quy chuẩn","Công trình biển",1,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=66"
"91","QCVN 49:2012/BGTVT","Quy chuẩn","Công trình biển",0,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=91"
"93","QCVN 70:2014/BGTVT","Quy chuẩn","Công trình biển",0,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=93"
"63","QCVN 72:2014/BGTVT","Quy chuẩn","Công trình biển",0,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=63"
"68","TCVN 6475:2017","Tiêu chuẩn","Công trình biển",0,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=68"
"67","TCVN 6767-2:2016","Tiêu chuẩn","Công trình biển",1,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=67"
"40","QCVN 15:2011/BGTVT","Quy chuẩn","Phương tiện cơ giới đường bộ; Phương tiện đường sắt; Thẩm định thiết kế phương tiện thủy nội địa; Thẩm định thiết kế phương tiện, thiết bị giao thông đường sắt; Thẩm định thiết kế; Kiểm tra phương tiện đường sắt trong khai thác",0,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=40"
"41","QCVN 16:2011/BGTVT","Quy chuẩn","Phương tiện cơ giới đường bộ; Thẩm định thiết kế phương tiện thủy nội địa; Thẩm định thiết kế phương tiện, thiết bị giao thông đường sắt; Thẩm định thiết kế; Phương tiện đường sắt; Kiểm tra chứng nhận chất lượng phương tiện, thiết bị giao thông đường sắt SXLR; Kiểm tra chứng nhận chất lượng phương tiện, thiết bị giao thông đường sắt nhập khẩu",0,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=41"
"42","QCVN 18:2011/BGTVT","Quy chuẩn","Phương tiện cơ giới đường bộ; Thẩm định thiết kế phương tiện thủy nội địa; Thẩm định thiết kế phương tiện, thiết bị giao thông đường sắt; Thẩm định thiết kế; Phương tiện đường sắt; Kiểm tra chứng nhận chất lượng phương tiện, thiết bị giao thông đường sắt SXLR; Kiểm tra chứng nhận chất lượng phương tiện, thiết bị giao thông đường sắt nhập khẩu",0,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=42"
"28","QCVN 27:2010/BGTVT","Quy chuẩn","Phương tiện cơ giới đường bộ; Thử nghiệm xe cơ giới, xe máy chuyên dùng và phụ tùng xe cơ giới",0,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=28"
"30","QCVN 29:2010/BGTVT","Quy chuẩn","Phương tiện cơ giới đường bộ; Thử nghiệm xe cơ giới, xe máy chuyên dùng và phụ tùng xe cơ giới",0,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=30"
"26","QCVN 30:2010/BGTVT","Quy chuẩn","Phương tiện cơ giới đường bộ; Thử nghiệm xe cơ giới, xe máy chuyên dùng và phụ tùng xe cơ giới",0,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=26"
"54","QCVN 38:2015/BGTVT","Quy chuẩn","Tàu biển; Sản phẩm công nghiệp; Kiểm tra, giám sát đóng mới hoán cải phương tiện thủy nội; Kiểm tra, giám sát chế tạo SPCN; Kiểm tra chứng nhận SPCN nhập khẩu",0,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=54"
"31","QCVN 44:2012/BGTVT","Quy chuẩn","Phương tiện cơ giới đường bộ; Thử nghiệm xe cơ giới, xe máy chuyên dùng và phụ tùng xe cơ giới",0,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=31"
"32","QCVN 46:2012/BGTVT","Quy chuẩn","Phương tiện cơ giới đường bộ; Thử nghiệm xe cơ giới, xe máy chuyên dùng và phụ tùng xe cơ giới",0,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=32"
"51","QCVN 56:2013/BGTVT","Quy chuẩn","Tàu biển; Sản phẩm công nghiệp; Kiểm tra, giám sát đóng mới hoán cải phương tiện thủy nội; Kiểm tra, giám sát chế tạo SPCN; Kiểm tra chứng nhận SPCN nhập khẩu",0,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=51"
"46","QCVN 64:2015/BGTVT","Quy chuẩn","Tàu biển; Chứng nhận sản phẩm công nghiệp; Sản phẩm công nghiệp; Đánh giá năng lực cơ sở chế tạo SPCN; Kiểm tra, giám sát đóng mới hoán cải phương tiện thủy nội; Kiểm tra, giám sát chế tạo SPCN; Kiểm tra chứng nhận SPCN nhập khẩu",0,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=46"
"45","QCVN 65:2015/BGTVT","Quy chuẩn","Tàu biển; Chứng nhận sản phẩm công nghiệp; Đánh giá chứng nhận an toàn, an ninh, loa động hang hải; Đánh giá, công nhận cơ sở; Phương tiện thủy nội địa; Kiểm tra, giám sát đóng mới hoán cải phương tiện thủy nội; Sản phẩm công nghiệp; Đánh giá năng lực cơ sở chế tạo SPCN",0,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=45"
"62","QCVN 69:2014/BGTVT","Quy chuẩn","Công trình biển",0,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=62"
"52","QCVN 70:2014/BGTVT","Quy chuẩn","Công trình biển; Sản phẩm công nghiệp; Kiểm tra, giám sát đóng mới hoán cải phương tiện thủy nội; Kiểm tra, giám sát chế tạo SPCN; Kiểm tra chứng nhận SPCN nhập khẩu",0,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=52"
"47","QCVN 71:2014/BGTVT","Quy chuẩn","Tàu biển; Sản phẩm công nghiệp; Kiểm tra chứng nhận thợ - hàn",0,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=47"
"53","QCVN 85:2015/BGTVT","Quy chuẩn","Tàu biển; Phương tiện thủy nội địa; Thẩm định thiết kế phương tiện thủy nội địa; Kiểm tra phương tiện thủy nội địa trong khai thác; Sản phẩm công nghiệp; Kiểm tra, giám sát đóng mới hoán cải phương tiện thủy nội; Kiểm tra, giám sát chế tạo SPCN; Kiểm tra chứng nhận SPCN nhập khẩu",1,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=53"
"57","QCVN 89:2015/BGTVT","Quy chuẩn","Phương tiện thủy nội địa; Thẩm định thiết kế phương tiện thủy nội địa; Kiểm tra phương tiện thủy nội địa trong khai thác",0,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=57"
"43","TCVN 7772:2007","Tiêu chuẩn","Phương tiện cơ giới đường bộ",0,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=43"
"14","QCVN 50:2012/BGTVT","Quy chuẩn","Phương tiện thủy nội địa; Thẩm định thiết kế phương tiện thủy nội địa; Thẩm định thiết kế sản phẩm công nghiệp sử dụng cho phương tiện thủy nội địa; Kiểm tra, giám sát đóng mới hoán cải phương tiện thủy nội; Giám sát đóng mới phương tiện thủy nội địa; Giám sát hoán cải phương tiện thủy nội địa; Kiểm tra phương tiện thủy nội địa trong khai thác",2,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=14"
"15","QCVN 51:2012/BGTVT","Quy chuẩn","Phương tiện thủy nội địa; Thẩm định thiết kế phương tiện thủy nội địa; Thẩm định thiết kế sản phẩm công nghiệp sử dụng cho phương tiện thủy nội địa; Kiểm tra, giám sát đóng mới hoán cải phương tiện thủy nội; Giám sát đóng mới phương tiện thủy nội địa; Giám sát hoán cải phương tiện thủy nội địa; Kiểm tra phương tiện thủy nội địa trong khai thác",2,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=15"
"5","QCVN 84:2014/BGTVT","Quy chuẩn","Phương tiện thủy nội địa; Thẩm định thiết kế phương tiện thủy nội địa; Thẩm định thiết kế sản phẩm công nghiệp sử dụng cho phương tiện thủy nội địa; Kiểm tra, giám sát đóng mới hoán cải phương tiện thủy nội; Giám sát đóng mới phương tiện thủy nội địa; Giám sát hoán cải phương tiện thủy nội địa; Kiểm tra phương tiện thủy nội địa trong khai thác",2,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=5"
"11","Sửa đổi lần 1:2016 QCVN 01:2008/BGTVT","Quy chuẩn","Phương tiện thủy nội địa; Thẩm định thiết kế phương tiện thủy nội địa; Thẩm định thiết kế sản phẩm công nghiệp sử dụng cho phương tiện thủy nội địa; Kiểm tra, giám sát đóng mới hoán cải phương tiện thủy nội; Giám sát đóng mới phương tiện thủy nội địa; Giám sát hoán cải phương tiện thủy nội địa; Kiểm tra phương tiện thủy nội địa trong khai thác",6,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=11"
"13","Sửa đổi lần 2:2016 QCVN 17:2011/BGTVT","Quy chuẩn","Phương tiện thủy nội địa; Thẩm định thiết kế phương tiện thủy nội địa; Thẩm định thiết kế sản phẩm công nghiệp sử dụng cho phương tiện thủy nội địa; Kiểm tra, giám sát đóng mới hoán cải phương tiện thủy nội; Giám sát đóng mới phương tiện thủy nội địa; Giám sát hoán cải phương tiện thủy nội địa; Kiểm tra phương tiện thủy nội địa trong khai thác",5,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=13"
"21","TCVN 7271:2003","Tiêu chuẩn","Phương tiện cơ giới đường bộ; Thẩm định thiết kế xe cơ giới lắp ráp từ xe cơ sở; Kiểm tra chứng nhận chất lượng kiểu loại xe cơ giới; Kiểm tra chứng nhận chất lượng xe cơ giới nhập khẩu; Thử nghiệm ô tô, rơ moóc, sơ mi rơ moóc",0,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=21"
"64","[THIẾU] ","","",0,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=64"
"22","[THIẾU] ","","",0,"https://www.vr.org.vn/quy-chuan-tieu-chuan/Pages/default.aspx?ItemID=22"